ID,Answer
1511,極權主義
1512,《布列斯特-立陶夫斯克條約》
1513,
1514,加的斯
1515,後燃器
1516,曼諾球場
1517,東吳
1518,海煤
1519,自體授粉
1520,1938年
1521,想取快錢
1522,徐家匯
1523,比爾蓋茲
1524,忽必烈
1525,華人
1526,南斯拉夫內戰
1527,《塘沽協定
1528,烏蘭烏德
1529,1897年
1530,巴拉克·歐巴馬
1531,2008年1月27日
1532,降低成本
1533,三位司長
1534,杭州[UNK]橋機場
1535,勃艮地人
1536,康邊停戰協定
1537,地方官員
1538,興王
1539,衛奕信
1540,非歐幾里得幾何
1541,2009年
1542,全國重點文物保護單位
1543,忽必烈
1544,茶峒鎮
1545,
1546,惠金斯原理
1547,松花江
1548,波士頓理工
1549,較長
1550,2010年
1551,便於管理漢地
1552,喬托號
1553,國家絕密
1554,烏里雅蘇臺將軍
1555,聖西門主義
1556,日治時期
1557,蔡[UNK]
1558,中國
1559,《刑部大理寺狀》
1560,澳大利亞新南威爾斯州
1561,恆星相對於太陽運動
1562,聖方濟·沙勿略
1563,羅馬共和國時期
1564,糠層
1565,韓國
1566,藍屋
1567,薩伊
1568,85天
1569,五個
1570,張三祿
1571,15世紀
1572,文藝喜劇片
1573,劉琮
1574,高血壓
1575,北燕
1576,《中華人民共和國全民所有制工業企業法
1577,反環境保護主義
1578,城市物質形態
1579,環境保護主義
1580,773年
1581,北京市懷柔區
1582,七間
1583,民間反應不佳
1584,光緒十年
1585,1970年代
1586,希臘語
1587,西班牙
1588,神經源性
1589,加拿大
1590,七個
1591,安定
1592,德國
1593,乾旱
1594,《內戰記》
1595,新北市
1596,甲午戰爭
1597,政府採取反共措施
1598,1910年
1599,拉丁字母
1600,1935年
1601,四角號碼檢字法
1602,8.6%
1603,浙江海商
1604,巴西
1605,歐洲聯盟委員會
1606,增加西側的空曠程度
1607,德國
1608,蘇聯
1609,七年戰爭
1610,100米
1611,咖啡因中毒
1612,國民政府
1613,漢江
1614,青光眼
1615,狄托進行大幅改革
1616,學權部
1617,1984年
1618,射擊斷續器
1619,5位
1620,芽孢炭疽桿菌
1621,1945年
1622,金代
1623,米高梅
1624,1988年
1625,撫順
1626,英國
1627,耶穌會
1628,一戰前夕
1629,鐵鉉
1630,張伯倫
1631,義勇軍進行曲
1632,棉花
1633,努埃萊一世
1634,杜甫合稱李杜。被賀知章
1635,犯人流放之地
1636,漢化
1637,原行星盤
1638,貝加爾湖
1639,厄德
1640,中後期
1641,當時儒教興盛
1642,危坐二堂，絕無懼色
1643,克里斯蒂安尼亞
1644,無限制潛艇戰
1645,哈大客運專線
1646,綠闊葉林
1647,1950年
1648,普法戰爭
1649,尼法斯二世
1650,約翰·莫根
1651,耐腐蝕性
1652,1835年
1653,咖啡因
1654,革命外交
1655,1972年
1656,保衛大都
1657,汪精衛
1658,體育部
1659,單斜棱晶體
1660,直系
1661,水牛城勇士
1662,孫中山
1663,七月十一
1664,訪客觀賞區
1665,殖民政策
1666,xy染色體
1667,四國聯盟
1668,16世紀
1669,潮濕的大陸性氣候
1670,配子
1671,騎士團
1672,孟郊
1673,佩德納萊斯河，德克薩斯州石牆郡
1674,皖系
1675,清廣東水師提督
1676,1964年
1677,1967年
1678,元首
1679,哲布尊丹巴
1680,丁[UNK]
1681,將原「布政司署」改稱為「政府總部
1682,1861年2月9日
1683,閏3月19日
1684,漢字
1685,萬·拉瓦錫
1686,伊斯蘭教
1687,平衡的力
1688,宋真宗大中祥符元年追封為「文憲王」，後世多稱其「元聖
1689,眾議院
1690,財源
1691,盧安達法郎
1692,皖浙贛獨立團
1693,德川家康
1694,經濟蕭條
1695,世族
1696,1853年
1697,銅鑼灣
1698,民國34年
1699,1270年
1700,動力系統
1701,三個
1702,中山市
1703,後金，俄羅斯和清帝國
1704,諸葛亮
1705,江河級
1706,2015年
1707,21473平方公里
1708,傳教士
1709,颶風
1710,聯合國世界氣象組織
1711,衣服布料
1712,海河流域
1713,伊朗
1714,700家
1715,中國溧陽茶葉節
1716,全市綠化比例高
1717,冤案
1718,澳大利亞
1719,燕京
1720,5月20日
1721,7980年
1722,1962年
1723,青島海軍基地
1724,姑臧
1725,jr西日本對於有設置mars系統可以進行連線購票的簡易委託車站
1726,張作霖
1727,波蘭進入戰時狀態
1728,西方遊客
1729,視網膜神經節細胞
1730,黎元洪
1731,宋美齡
1732,中華民國台灣
1733,第二次世界大戰
1734,1961年
1735,白光
1736,蔣中正
1737,1966年
1738,奈特·麥克米蘭
1739,無佛像時代
1740,1977年
1741,白色
1742,自由聯合
1743,三次
1744,英國
1745,孫志剛事件
1746,《劃一現行各道地方行政官廳組織令》
1747,馬加人
1748,1948年
1749,蒸汽膨脹
1750,隋[UNK]帝
1751,石碇區石碇里
1752,日本
1753,美國心臟學會
1754,大英帝國
1755,《八篇書》
1756,塞爾維亞
1757,薩爾
1758,路易十四
1759,合作派
1760,思覺失調症
1761,倫敦煙霧事件
1762,10個
1763,1990年代
1764,阿弗剌昔牙卜
1765,24%
1766,高麗國
1767,後現代主義
1768,1828年
1769,第三名
1770,學生代表大會
1771,西安招待所
1772,1348年
1773,湯瑪斯傑佛遜
1774,新春期間
1775,郵值標籤
1776,赫羅尼姆斯·沃爾夫
1777,1989年
1778,希臘
1779,農耕節
1780,俄國革命
1781,制衡德軍
1782,王猛
1783,西洋棋殘局
1784,敵我矛盾
1785,獨立性
1786,愷撒
1787,0.01%
1788,湖熟
1789,英國
1790,木星
1791,愛滋病毒
1792,1993年
1793,外蒙古
1794,張聞天
1795,效率
1796,法家
1797,五個
1798,通古斯地區過於偏遠
1799,安大略湖
1800,羊肉
1801,漢語
1802,劉駿
1803,將部分河水導入恆河運河
1804,雙重匯率制度
1805,英國
1806,約翰·福特
1807,國家保護公民的合法
1808,七歲
1809,法國
1810,1928年
1811,5個
1812,6500k
1813,曼哈頓
1814,清咸豐年間
1815,君士坦提烏斯
1816,外省人
1817,關西
1818,甲醇
1819,太祖王
1820,牛隻列印問題
1821,英國
1822,隱遁鄉里，終生不願意出仕
1823,中華人民共和國
1824,1590年
1825,1941年
1826,細胞核
1827,放氣減壓
1828,十月革命
1829,俄羅斯
1830,為了維護毛的權威，仍然參與到以空前的高調呼籲
1831,幅員遼闊，選舉人數超過三百萬
1832,1943年
1833,大多倫多地區
1834,文化類似
1835,超過9倍太陽質量的大質量恆星會膨脹
1836,赫伯特·喬治·威爾斯
1837,無味無臭的非金屬
1838,資產負債表
1839,德川家康
1840,日本
